row_id,upi_id,username,handle,amount,hour,velocity,username_risk,handle_risk,fraud_type,label
308,swati9780@oksbi,swati9780,oksbi,2459.72,22,1,0.1111,0,none,0
309,rohit8520@paytm,rohit8520,paytm,1763.53,9,0,0.1111,0,none,0
310,pay2317@ybl,pay2317,ybl,3950.46,3,27,0.1429,0,high_velocity,1
311,priya5344@waicici,priya5344,waicici,836.58,7,3,0.1111,0,none,0
312,x7okvxarl1gwu7k@qnfsxfr,x7okvxarl1gwu7k,qnfsxfr,39190.18,2,9,0.05,1,fake_handle,1
313,9sqergq9dye3ld@tiqob,9sqergq9dye3ld,tiqob,36393.1,8,3,0.0536,1,fake_handle,1
314,swati4459@cnrb,swati4459,cnrb,1086.93,16,2,0.1111,0,none,0
315,pay2430@apl,pay2430,apl,4801.41,15,57,0.1429,0,high_velocity,1
316,bonus752@okaxis,bonus752,okaxis,44920.93,19,9,0.5437,0,suspicious_keyword,1
317,raj9777@okaxis,raj9777,okaxis,8727.02,18,1,0.1429,0,none,0
318,offer445@okhdfcbank,offer445,okhdfcbank,46606.61,8,15,0.5437,0,suspicious_keyword,1
319,neha2180@apl,neha2180,apl,431.35,10,0,0.125,0,none,0
320,8764411208@okicici,8764411208,okicici,8582.47,12,19,0.85,0,phone_as_upi,1
321,deepak183@apl,deepak183,apl,564.45,10,3,0.0833,0,none,0
322,mohan4370@waicici,mohan4370,waicici,296.86,10,0,0.1111,0,none,0
323,kiran581@pthdfc,kiran581,pthdfc,627.3,20,0,0.0938,0,none,0
324,mohan9880@waicici,mohan9880,waicici,387.81,19,1,0.1111,0,none,0
325,29j4fag0u1pwt@amnxa,29j4fag0u1pwt,amnxa,33064.63,4,17,0.0962,1,fake_handle,1
326,lakshmi4001@cnrb,lakshmi4001,cnrb,1610.36,8,3,0.0909,0,none,0
327,pay9311@ybl,pay9311,ybl,1752.29,5,52,0.1429,0,high_velocity,1
328,jyoti4777@ibl,jyoti4777,ibl,304.97,12,0,0.1111,0,none,0
329,neha2592@apl,neha2592,apl,572.18,16,0,0.125,0,none,0
330,reward351@oksbi,reward351,oksbi,24198.18,18,15,0.5333,0,suspicious_keyword,1
331,jyoti1910@waicici,jyoti1910,waicici,237.13,10,1,0.1111,0,none,0
332,80dglwntcp0h@upi,80dglwntcp0h,upi,71981.12,1,8,0.2625,0,gibberish_username,1
333,anita5371@ybl,anita5371,ybl,2142.7,22,1,0.1111,0,none,0
334,l9bk7zru9v@wcmczyxuf,l9bk7zru9v,wcmczyxuf,16990.09,17,10,0.075,1,fake_handle,1
335,kiran2711@ybl,kiran2711,ybl,363.89,20,1,0.1111,0,none,0
336,suresh7375@waicici,suresh7375,waicici,976.79,11,2,0.1,0,none,0
337,arun7680@oksbi,arun7680,oksbi,206.22,9,1,0.125,0,none,0
338,sita5103@pthdfc,sita5103,pthdfc,163.36,7,2,0.125,0,none,0
339,claim962@ybl,claim962,ybl,24027.78,18,23,0.5437,0,suspicious_keyword,1
340,agent5228@oksbi,agent5228,oksbi,281872.17,3,7,0.5611,0,large_amount_night,1
341,agent8799@okaxis,agent8799,okaxis,284322.76,3,9,0.5611,0,large_amount_night,1
342,prize314@okaxis,prize314,okaxis,62917.91,9,10,0.5437,0,suspicious_keyword,1
343,amit4758@axl,amit4758,axl,481.71,18,2,0.125,0,none,0
344,fnp47g17zt@okicici,fnp47g17zt,okicici,78775.43,7,12,0.3,0,gibberish_username,1
345,pay1066@apl,pay1066,apl,1956.88,8,41,0.1429,0,high_velocity,1
346,jyoti686@okicici,jyoti686,okicici,133.13,22,1,0.0938,0,none,0
347,jyoti7023@okicici,jyoti7023,okicici,1409.23,9,3,0.1111,0,none,0
348,geeta6589@ibl,geeta6589,ibl,12061.2,7,1,0.1111,0,none,0
349,9kra8841ay@augfnb,9kra8841ay,augfnb,45231.78,19,2,0.125,1,fake_handle,1
350,agent5150@ybl,agent5150,ybl,195456.18,4,3,0.5611,0,large_amount_night,1
351,51jm8t4kllcqq11f@ibl,51jm8t4kllcqq11f,ibl,37364.9,16,1,0.2938,0,gibberish_username,1
352,agent1559@okhdfcbank,agent1559,okhdfcbank,110127.33,0,5,0.5611,0,large_amount_night,1
353,vikram1752@upi,vikram1752,upi,1647.52,13,3,0.1,0,none,0
354,kumar3164@ibl,kumar3164,ibl,4152.32,21,3,0.1111,0,none,0
355,xvvn9ch0rdpfpqccs@apl,xvvn9ch0rdpfpqccs,apl,40718.62,6,13,0.2294,0,gibberish_username,1
356,kiran7381@ybl,kiran7381,ybl,2297.43,8,0,0.1111,0,none,0
357,cashback731@okicici,cashback731,okicici,51404.41,12,23,0.5182,0,suspicious_keyword,1
358,rekha6354@okhdfcbank,rekha6354,okhdfcbank,7513.69,10,0,0.1111,0,none,0
359,suresh194@upi,suresh194,upi,3924.11,7,3,0.0833,0,none,0
360,bn68tbsr@vzuqpsin,bn68tbsr,vzuqpsin,23278.59,11,6,0.0625,1,fake_handle,1
361,ajay4539@waicici,ajay4539,waicici,744.0,12,0,0.125,0,none,0
362,03fwgxcpvmchk7@okaxis,03fwgxcpvmchk7,okaxis,39079.52,11,8,0.2536,0,gibberish_username,1
363,kumar9901@okicici,kumar9901,okicici,4379.08,16,0,0.1111,0,none,0
364,ganesh4237@paytm,ganesh4237,paytm,432.41,21,0,0.1,0,none,0
365,arun2444@axl,arun2444,axl,826.03,15,0,0.125,0,none,0
366,gcj9k6j8j6@ybl,gcj9k6j8j6,ybl,9885.48,3,9,0.3,0,gibberish_username,1
367,3xbcs06mw0rv@okicici,3xbcs06mw0rv,okicici,23101.55,12,13,0.2833,0,gibberish_username,1
368,kumar9663@ybl,kumar9663,ybl,2001.06,12,0,0.1111,0,none,0
369,7771570773@oksbi,7771570773,oksbi,192120.87,8,30,0.85,0,phone_as_upi,1
370,kumar163@apl,kumar163,apl,506.86,22,3,0.0938,0,none,0
371,pay8653@ybl,pay8653,ybl,3713.41,0,55,0.1429,0,high_velocity,1
372,sita9581@okicici,sita9581,okicici,162.17,12,3,0.125,0,none,0
373,l0wpmnjlhx@apl,l0wpmnjlhx,apl,37594.42,15,0,0.225,0,gibberish_username,1
374,agent6666@ybl,agent6666,ybl,279262.66,4,7,0.5611,0,large_amount_night,1
375,21p35lh1c9l67vbx@paytm,21p35lh1c9l67vbx,paytm,5347.16,1,8,0.325,0,gibberish_username,1
376,pay2650@upi,pay2650,upi,1572.39,5,50,0.1429,0,high_velocity,1
377,phnpmwjjnfy@okicici,phnpmwjjnfy,okicici,74397.38,8,8,0.2,0,gibberish_username,1
378,7472763227@okaxis,7472763227,okaxis,79760.63,10,21,0.85,0,phone_as_upi,1
379,8189511024@oksbi,8189511024,oksbi,17830.65,6,18,0.85,0,phone_as_upi,1
380,raj8784@paytm,raj8784,paytm,4040.32,16,3,0.1429,0,none,0
381,b9gmoywvz@oqnr,b9gmoywvz,oqnr,19308.03,9,4,0.0278,1,fake_handle,1
382,ravi9818@oksbi,ravi9818,oksbi,749.86,10,1,0.125,0,none,0
383,ravi3731@pthdfc,ravi3731,pthdfc,915.13,18,1,0.125,0,none,0
384,pay4775@paytm,pay4775,paytm,2139.19,12,58,0.1429,0,high_velocity,1
385,pay4263@apl,pay4263,apl,4126.59,0,26,0.1429,0,high_velocity,1
386,nikhil7660@apl,nikhil7660,apl,998.82,16,2,0.1,0,none,0
387,priya572@waicici,priya572,waicici,276.77,7,1,0.0938,0,none,0
388,2x1pv8960p6q3p@okaxis,2x1pv8960p6q3p,okaxis,76508.43,12,5,0.3429,0,gibberish_username,1
389,37dcgrgfva@kgjqorwv,37dcgrgfva,kgjqorwv,53246.9,16,17,0.05,1,fake_handle,1
390,ram2607@oksbi,ram2607,oksbi,193.34,9,0,0.1429,0,none,0
391,ravi7871@wahdfcbank,ravi7871,wahdfcbank,144.4,17,3,0.125,0,none,0
392,dwty3rk2qzwtbx4@bribbc,dwty3rk2qzwtbx4,bribbc,2862.82,13,3,0.25,1,fake_handle,1
393,pooja5930@ibl,pooja5930,ibl,1942.14,19,2,0.1111,0,none,0
394,pooja1904@pthdfc,pooja1904,pthdfc,4726.6,7,2,0.1111,0,none,0
395,6ftkt5vx0sts3cnbs@axl,6ftkt5vx0sts3cnbs,axl,24895.11,10,4,0.2588,0,gibberish_username,1
396,savita5410@waicici,savita5410,waicici,344.42,19,2,0.1,0,none,0
397,swati5233@axl,swati5233,axl,130.41,10,1,0.1111,0,none,0
398,geeta7353@waicici,geeta7353,waicici,3554.44,10,1,0.1111,0,none,0
399,priya8955@oksbi,priya8955,oksbi,537.41,8,1,0.1111,0,none,0
400,rahul5632@oksbi,rahul5632,oksbi,2336.75,8,2,0.1111,0,none,0
401,pooja8231@pthdfc,pooja8231,pthdfc,820.99,12,0,0.1111,0,none,0
402,sita2357@apl,sita2357,apl,1220.71,17,2,0.125,0,none,0
403,4t3sqs5ft8p8f@okaxis,4t3sqs5ft8p8f,okaxis,55833.87,21,17,0.2962,0,gibberish_username,1
404,savita7194@okicici,savita7194,okicici,1919.33,7,1,0.1,0,none,0
405,j4v081r2j03@okaxis,j4v081r2j03,okaxis,18585.53,19,1,0.3591,0,gibberish_username,1
406,anita8368@paytm,anita8368,paytm,235.74,17,0,0.1111,0,none,0
407,divya9170@paytm,divya9170,paytm,417.5,9,1,0.1111,0,none,0
408,ajay1754@ybl,ajay1754,ybl,134.32,15,0,0.125,0,none,0
409,agent6330@okaxis,agent6330,okaxis,359573.21,4,4,0.5611,0,large_amount_night,1
410,pay3634@apl,pay3634,apl,891.14,6,42,0.1429,0,high_velocity,1
411,sita6929@ybl,sita6929,ybl,105.51,10,3,0.125,0,none,0
412,meena2850@oksbi,meena2850,oksbi,3750.06,16,3,0.1111,0,none,0
413,cllbvw3ei@jfwldmqh,cllbvw3ei,jfwldmqh,56482.14,4,2,0.0278,1,fake_handle,1
414,9694054315@okicici,9694054315,okicici,66693.2,11,14,0.85,0,phone_as_upi,1
415,rahul1178@ibl,rahul1178,ibl,2569.18,18,0,0.1111,0,none,0
416,rohit8203@wahdfcbank,rohit8203,wahdfcbank,105.74,19,1,0.1111,0,none,0
417,rohit7010@okbizaxis,rohit7010,okbizaxis,703.26,22,3,0.1111,0,none,0
418,agent9774@oksbi,agent9774,oksbi,127501.89,0,4,0.5611,0,large_amount_night,1
419,ganesh3554@okhdfcbank,ganesh3554,okhdfcbank,429.64,19,2,0.1,0,none,0
420,rahul4912@oksbi,rahul4912,oksbi,3333.58,9,0,0.1111,0,none,0
421,mw7vgph0lyb@paytm,mw7vgph0lyb,paytm,9634.15,5,18,0.2455,0,gibberish_username,1
422,cashback559@okhdfcbank,cashback559,okhdfcbank,26744.76,13,4,0.5182,0,suspicious_keyword,1
423,ganesh1052@okhdfcbank,ganesh1052,okhdfcbank,860.62,12,2,0.1,0,none,0
424,suresh9570@waicici,suresh9570,waicici,146.39,18,2,0.1,0,none,0
425,kumar1589@apl,kumar1589,apl,1425.82,11,0,0.1111,0,none,0
426,agent2581@oksbi,agent2581,oksbi,274801.98,1,5,0.5611,0,large_amount_night,1
427,kavya8357@paytm,kavya8357,paytm,1101.46,11,1,0.1111,0,none,0
428,swati4187@axl,swati4187,axl,514.84,16,2,0.1111,0,none,0
429,ganesh5843@okbizaxis,ganesh5843,okbizaxis,2368.9,11,1,0.1,0,none,0
430,ycivwlj7j3vfb@pibeadd,ycivwlj7j3vfb,pibeadd,4065.55,9,15,0.2385,1,fake_handle,1
431,rohit6989@cnrb,rohit6989,cnrb,83.47,14,1,0.1111,0,none,0
432,kiran259@cnrb,kiran259,cnrb,858.59,8,2,0.0938,0,none,0
433,ganesh6653@okicici,ganesh6653,okicici,220.69,9,3,0.1,0,none,0
434,sita6382@apl,sita6382,apl,4577.07,13,3,0.125,0,none,0
435,w3qzlmz15lsyc3qcx@axl,w3qzlmz15lsyc3qcx,axl,33630.11,5,2,0.2588,0,gibberish_username,1
436,suresh5893@axl,suresh5893,axl,242.97,13,0,0.1,0,none,0
437,swati1550@apl,swati1550,apl,3342.54,11,0,0.1111,0,none,0
438,pay6426@okaxis,pay6426,okaxis,801.49,18,57,0.1429,0,high_velocity,1
439,priya8781@waicici,priya8781,waicici,553.93,18,2,0.1111,0,none,0
440,kiran672@oksbi,kiran672,oksbi,125.77,17,2,0.0938,0,none,0
441,ram1372@okicici,ram1372,okicici,2731.61,13,1,0.1429,0,none,0
442,agent5535@okhdfcbank,agent5535,okhdfcbank,358027.33,0,5,0.5611,0,large_amount_night,1
443,pay9133@oksbi,pay9133,oksbi,1270.34,20,30,0.1429,0,high_velocity,1
444,jyoti3749@okicici,jyoti3749,okicici,362.14,9,1,0.1111,0,none,0
445,geeta8393@pthdfc,geeta8393,pthdfc,1011.32,21,3,0.1111,0,none,0
446,kiran9182@apl,kiran9182,apl,3359.83,20,3,0.1111,0,none,0
447,kavya6421@upi,kavya6421,upi,744.73,16,2,0.1111,0,none,0
448,verify578@okicici,verify578,okicici,48631.44,8,15,0.5333,0,suspicious_keyword,1
449,7108229287@okaxis,7108229287,okaxis,74192.21,17,20,0.85,0,phone_as_upi,1
450,anita9139@pthdfc,anita9139,pthdfc,464.81,13,2,0.1111,0,none,0
451,7486993887@okaxis,7486993887,okaxis,145520.18,22,33,0.85,0,phone_as_upi,1
452,neha5044@pthdfc,neha5044,pthdfc,155.89,15,1,0.125,0,none,0
453,rohit3677@cnrb,rohit3677,cnrb,561.65,15,2,0.1111,0,none,0
454,meena9580@wahdfcbank,meena9580,wahdfcbank,870.74,10,1,0.1111,0,none,0
455,vikram2205@okhdfcbank,vikram2205,okhdfcbank,316.11,18,2,0.1,0,none,0
456,f90keqg0omkzv1@tzgxby,f90keqg0omkzv1,tzgxby,58337.18,8,9,0.0714,1,fake_handle,1
457,jyoti9447@cnrb,jyoti9447,cnrb,370.6,7,0,0.1111,0,none,0
458,pay9380@okaxis,pay9380,okaxis,2904.19,0,38,0.1429,0,high_velocity,1
459,pooja1275@waicici,pooja1275,waicici,3160.5,10,1,0.1111,0,none,0
460,agent9234@okhdfcbank,agent9234,okhdfcbank,267644.31,2,4,0.5611,0,large_amount_night,1
461,nisha8473@okaxis,nisha8473,okaxis,215.32,22,2,0.1111,0,none,0
462,pay5241@upi,pay5241,upi,2878.46,1,59,0.1429,0,high_velocity,1
463,deepak2773@pthdfc,deepak2773,pthdfc,3313.43,21,0,0.1,0,none,0
464,amit9436@ybl,amit9436,ybl,875.47,21,0,0.125,0,none,0
465,lakshmi8561@ybl,lakshmi8561,ybl,106.77,13,2,0.0909,0,none,0
466,suresh5069@cnrb,suresh5069,cnrb,127.48,7,1,0.1,0,none,0
467,ajay7401@okaxis,ajay7401,okaxis,1771.15,10,3,0.125,0,none,0
468,9997304759@okicici,9997304759,okicici,57308.82,6,16,0.85,0,phone_as_upi,1
469,rekha4622@cnrb,rekha4622,cnrb,4521.21,14,2,0.1111,0,none,0
470,7848854000@okicici,7848854000,okicici,40201.05,6,20,0.85,0,phone_as_upi,1
471,pay938@ybl,pay938,ybl,2980.21,7,48,0.125,0,high_velocity,1
472,9471758050@okaxis,9471758050,okaxis,87570.57,17,17,0.85,0,phone_as_upi,1
473,pay1510@ybl,pay1510,ybl,4120.9,2,60,0.1429,0,high_velocity,1
474,deepak5553@oksbi,deepak5553,oksbi,1015.37,7,3,0.1,0,none,0
475,pay2992@okaxis,pay2992,okaxis,3392.9,5,62,0.1429,0,high_velocity,1
476,7702759727@oksbi,7702759727,oksbi,29359.36,15,27,0.85,0,phone_as_upi,1
477,ajay4898@wahdfcbank,ajay4898,wahdfcbank,1488.08,20,3,0.125,0,none,0
478,savita5952@waicici,savita5952,waicici,530.04,14,2,0.1,0,none,0
479,f7ozng4x425q@tfgawa,f7ozng4x425q,tfgawa,31392.81,3,15,0.3042,1,fake_handle,1
480,agent1677@okhdfcbank,agent1677,okhdfcbank,80314.04,1,9,0.5611,0,large_amount_night,1
481,pay3491@okaxis,pay3491,okaxis,149.23,5,35,0.1429,0,high_velocity,1
482,lakshmi9739@pthdfc,lakshmi9739,pthdfc,1078.56,18,3,0.0909,0,none,0
483,kavya4530@okicici,kavya4530,okicici,1174.31,13,2,0.1111,0,none,0
484,kumar1626@waicici,kumar1626,waicici,82.01,19,0,0.1111,0,none,0
485,sita7118@axl,sita7118,axl,638.01,8,1,0.125,0,none,0
486,7657750611@oksbi,7657750611,oksbi,146982.71,2,27,0.85,0,phone_as_upi,1
487,rekha6008@apl,rekha6008,apl,105.71,16,1,0.1111,0,none,0
488,crileck3de@xfwpq,crileck3de,xfwpq,58384.23,17,11,0.025,1,fake_handle,1
489,pay254@oksbi,pay254,oksbi,202.46,6,68,0.125,0,high_velocity,1
490,rohit7352@pthdfc,rohit7352,pthdfc,52.15,12,3,0.1111,0,none,0
491,7296511366@okicici,7296511366,okicici,70283.86,13,24,0.85,0,phone_as_upi,1
492,agent2109@oksbi,agent2109,oksbi,144116.43,0,2,0.5611,0,large_amount_night,1
493,neha8180@wahdfcbank,neha8180,wahdfcbank,524.01,15,2,0.125,0,none,0
494,raj3241@ybl,raj3241,ybl,1351.99,20,1,0.1429,0,none,0
495,xqpybzvqbms5@apl,xqpybzvqbms5,apl,40985.29,17,15,0.2208,0,gibberish_username,1
496,9515150739@okicici,9515150739,okicici,120313.58,17,14,0.85,0,phone_as_upi,1
497,swati1697@okhdfcbank,swati1697,okhdfcbank,2304.69,22,0,0.1111,0,none,0
498,ry0t7lb6v7qz4zgm@paytm,ry0t7lb6v7qz4zgm,paytm,49524.62,12,0,0.2781,0,gibberish_username,1
499,ravi6681@cnrb,ravi6681,cnrb,3555.38,9,1,0.125,0,none,0
500,pooja4091@okicici,pooja4091,okicici,101.06,19,0,0.1111,0,none,0
501,agent6014@okaxis,agent6014,okaxis,327388.44,4,2,0.5611,0,large_amount_night,1
502,swati4385@wahdfcbank,swati4385,wahdfcbank,2002.49,7,1,0.1111,0,none,0
503,sita6525@okicici,sita6525,okicici,4515.44,12,1,0.125,0,none,0
504,savita5463@okicici,savita5463,okicici,172.21,7,2,0.1,0,none,0
505,8400614853@okicici,8400614853,okicici,47985.39,6,23,0.85,0,phone_as_upi,1
506,vikram1950@okicici,vikram1950,okicici,377.92,13,1,0.1,0,none,0
507,sita6870@upi,sita6870,upi,1224.64,7,2,0.125,0,none,0
508,agent619@okaxis,agent619,okaxis,41529.52,17,23,0.5437,0,suspicious_keyword,1
509,swati3421@paytm,swati3421,paytm,236.32,17,2,0.1111,0,none,0
510,ram2044@paytm,ram2044,paytm,906.5,9,3,0.1429,0,none,0
511,jyoti308@ibl,jyoti308,ibl,839.6,21,0,0.0938,0,none,0
512,jyoti5828@okhdfcbank,jyoti5828,okhdfcbank,2702.31,14,2,0.1111,0,none,0
513,arun4147@pthdfc,arun4147,pthdfc,592.14,9,1,0.125,0,none,0
514,helpdesk148@ybl,helpdesk148,ybl,79800.54,12,23,0.5182,0,suspicious_keyword,1
515,ganesh7547@wahdfcbank,ganesh7547,wahdfcbank,1176.84,16,1,0.1,0,none,0
516,ykhh6guhuth42@ubvfzz,ykhh6guhuth42,ubvfzz,33015.34,14,9,0.0577,1,fake_handle,1
517,sunita4089@okaxis,sunita4089,okaxis,1830.05,19,2,0.1,0,none,0
518,priya4766@okaxis,priya4766,okaxis,452.15,16,0,0.1111,0,none,0
519,dcbw2lqcjt9zx3@paytm,dcbw2lqcjt9zx3,paytm,40115.8,20,6,0.2536,0,gibberish_username,1
520,raj3156@paytm,raj3156,paytm,1115.44,11,2,0.1429,0,none,0
521,prize317@ybl,prize317,ybl,75840.62,8,22,0.5437,0,suspicious_keyword,1
522,priya2521@axl,priya2521,axl,315.76,11,3,0.1111,0,none,0
523,26rqdf95yss85zql6@ibl,26rqdf95yss85zql6,ibl,20953.01,11,13,0.3029,0,gibberish_username,1
524,savita5784@upi,savita5784,upi,337.74,17,0,0.1,0,none,0
525,nisha9901@axl,nisha9901,axl,607.79,21,2,0.1111,0,none,0
526,reward992@okhdfcbank,reward992,okhdfcbank,73816.55,10,4,0.5333,0,suspicious_keyword,1
527,kavya2780@waicici,kavya2780,waicici,574.01,11,2,0.1111,0,none,0
528,divya3047@ybl,divya3047,ybl,1290.47,13,2,0.1111,0,none,0
529,jyoti3053@pthdfc,jyoti3053,pthdfc,1100.59,13,0,0.1111,0,none,0
530,geeta8134@pthdfc,geeta8134,pthdfc,2063.5,15,0,0.1111,0,none,0
531,b4c791l04c6@axl,b4c791l04c6,axl,29705.08,22,16,0.3591,0,gibberish_username,1
532,amit6705@apl,amit6705,apl,176.3,7,3,0.125,0,none,0
533,ganesh6882@paytm,ganesh6882,paytm,4594.86,21,2,0.1,0,none,0
534,pay2887@apl,pay2887,apl,3113.02,7,22,0.1429,0,high_velocity,1
535,tcdzkbn3@zzngaz,tcdzkbn3,zzngaz,18330.29,11,0,0.0312,1,fake_handle,1
536,0120xwp16665bx65@oksbi,0120xwp16665bx65,oksbi,69340.57,16,4,0.3719,0,gibberish_username,1
537,pay2122@okicici,pay2122,okicici,901.68,19,32,0.1429,0,high_velocity,1
538,anita2973@axl,anita2973,axl,842.82,9,0,0.1111,0,none,0
539,nisha443@okaxis,nisha443,okaxis,588.42,17,1,0.0938,0,none,0
540,agent3657@okhdfcbank,agent3657,okhdfcbank,289214.58,3,6,0.5611,0,large_amount_night,1
541,suresh7000@okicici,suresh7000,okicici,3149.65,11,2,0.1,0,none,0
542,raj7100@apl,raj7100,apl,2581.88,9,1,0.1429,0,none,0
543,swati3646@axl,swati3646,axl,270.86,17,1,0.1111,0,none,0
544,deepak9909@axl,deepak9909,axl,973.96,18,2,0.1,0,none,0
545,swati8074@paytm,swati8074,paytm,409.28,7,1,0.1111,0,none,0
546,meena8606@pthdfc,meena8606,pthdfc,528.87,9,1,0.1111,0,none,0
547,kumar6752@okhdfcbank,kumar6752,okhdfcbank,365.16,19,1,0.1111,0,none,0
548,raj7450@pthdfc,raj7450,pthdfc,388.81,15,1,0.1429,0,none,0
549,savita8947@okaxis,savita8947,okaxis,60.53,19,0,0.1,0,none,0
550,arun8136@okbizaxis,arun8136,okbizaxis,2319.46,14,2,0.125,0,none,0
551,rekha5477@ybl,rekha5477,ybl,335.57,15,2,0.1111,0,none,0
552,agent1364@okaxis,agent1364,okaxis,343028.9,0,3,0.5611,0,large_amount_night,1
553,pay707@paytm,pay707,paytm,4548.58,5,55,0.125,0,high_velocity,1
554,kumar4932@okaxis,kumar4932,okaxis,235.56,7,3,0.1111,0,none,0
555,rekha9534@ibl,rekha9534,ibl,632.19,11,1,0.1111,0,none,0
556,agent1073@oksbi,agent1073,oksbi,160241.78,0,4,0.5611,0,large_amount_night,1
557,raj8153@apl,raj8153,apl,531.51,15,0,0.1429,0,none,0
558,kyc455@oksbi,kyc455,oksbi,96267.77,16,3,0.575,0,suspicious_keyword,1
559,jyoti6510@paytm,jyoti6510,paytm,237.17,7,2,0.1111,0,none,0
560,pay8634@okhdfcbank,pay8634,okhdfcbank,3856.32,10,21,0.1429,0,high_velocity,1
561,sita6167@pthdfc,sita6167,pthdfc,1022.3,16,1,0.125,0,none,0
562,pay9835@paytm,pay9835,paytm,3641.91,18,33,0.1429,0,high_velocity,1
563,ajay7300@apl,ajay7300,apl,312.92,12,0,0.125,0,none,0
564,swati4260@pthdfc,swati4260,pthdfc,12808.36,12,1,0.1111,0,none,0
565,deepak8868@axl,deepak8868,axl,4983.89,9,0,0.1,0,none,0
566,n7njcxf4hv3g768@apl,n7njcxf4hv3g768,apl,78345.21,0,0,0.3,0,gibberish_username,1
567,anita9468@upi,anita9468,upi,97.73,15,1,0.1111,0,none,0
568,kumar5123@pthdfc,kumar5123,pthdfc,1171.68,18,0,0.1111,0,none,0
569,savita8801@oksbi,savita8801,oksbi,462.68,10,2,0.1,0,none,0
570,rdqqmchkf3p6skjr@apl,rdqqmchkf3p6skjr,apl,27486.37,21,12,0.2313,0,gibberish_username,1
571,anita1284@oksbi,anita1284,oksbi,2363.71,22,2,0.1111,0,none,0
572,fhnrt5zxc39@okicici,fhnrt5zxc39,okicici,38579.14,14,6,0.2682,0,gibberish_username,1
573,rahul2241@ybl,rahul2241,ybl,6069.16,17,3,0.1111,0,none,0
574,oof0o9hoc@xtwrrvn,oof0o9hoc,xtwrrvn,37962.89,12,8,0.0556,1,fake_handle,1
575,geeta8715@axl,geeta8715,axl,643.42,21,0,0.1111,0,none,0
576,d2o1ple7a5zq0@urkcywbi,d2o1ple7a5zq0,urkcywbi,52001.49,13,9,0.0962,1,fake_handle,1
577,pooja1909@upi,pooja1909,upi,1482.85,22,1,0.1111,0,none,0
578,ram5190@ibl,ram5190,ibl,195.02,18,1,0.1429,0,none,0
579,swati1131@okhdfcbank,swati1131,okhdfcbank,274.14,15,0,0.1111,0,none,0
580,agent1583@oksbi,agent1583,oksbi,471248.65,4,5,0.5611,0,large_amount_night,1
581,rahul1539@okicici,rahul1539,okicici,383.11,21,0,0.1111,0,none,0
582,ko1jgorrxb@ijbfockf,ko1jgorrxb,ijbfockf,14742.51,1,10,0.025,1,fake_handle,1
583,sunita6039@waicici,sunita6039,waicici,2145.18,8,1,0.1,0,none,0
584,12quwtk7jjf@osqcpn,12quwtk7jjf,osqcpn,54026.24,11,10,0.2682,1,fake_handle,1
585,divya3274@cnrb,divya3274,cnrb,780.48,7,2,0.1111,0,none,0
586,rohit3179@upi,rohit3179,upi,868.48,10,2,0.1111,0,none,0
587,agent6822@ybl,agent6822,ybl,490125.66,0,4,0.5611,0,large_amount_night,1
588,claim376@oksbi,claim376,oksbi,42210.02,12,9,0.5437,0,suspicious_keyword,1
589,arun9132@ybl,arun9132,ybl,434.45,13,0,0.125,0,none,0
590,ravi3263@cnrb,ravi3263,cnrb,32.44,8,3,0.125,0,none,0
591,anita9646@okhdfcbank,anita9646,okhdfcbank,152.04,13,0,0.1111,0,none,0
592,neha8040@upi,neha8040,upi,461.96,17,3,0.125,0,none,0
593,divya8636@axl,divya8636,axl,440.2,14,0,0.1111,0,none,0
594,sunita2840@apl,sunita2840,apl,2716.02,18,1,0.1,0,none,0
595,kavya2812@cnrb,kavya2812,cnrb,337.12,10,2,0.1111,0,none,0
596,ram405@apl,ram405,apl,2937.69,12,3,0.125,0,none,0
597,agent3048@okaxis,agent3048,okaxis,162443.61,4,1,0.5611,0,large_amount_night,1
598,arun1621@ybl,arun1621,ybl,576.45,7,3,0.125,0,none,0
599,support979@okicici,support979,okicici,43667.32,15,21,0.525,0,suspicious_keyword,1
600,jt9tshljrn@ybl,jt9tshljrn,ybl,14471.52,5,15,0.225,0,gibberish_username,1
601,kavya3196@waicici,kavya3196,waicici,65.46,10,2,0.1111,0,none,0
602,nikhil877@paytm,nikhil877,paytm,124.18,12,0,0.0833,0,none,0
603,meena7060@oksbi,meena7060,oksbi,531.85,7,3,0.1111,0,none,0
604,agent4131@okicici,agent4131,okicici,204216.19,2,5,0.5611,0,large_amount_night,1
605,kiran6411@waicici,kiran6411,waicici,201.74,11,3,0.1111,0,none,0
606,sunita1970@axl,sunita1970,axl,276.1,11,0,0.1,0,none,0
607,vikram5890@pthdfc,vikram5890,pthdfc,1862.1,19,0,0.1,0,none,0
608,agent7032@oksbi,agent7032,oksbi,335232.28,3,3,0.5611,0,large_amount_night,1
609,81ffw6px@uasadjct,81ffw6px,uasadjct,27505.18,9,12,0.0938,1,fake_handle,1
610,swati87@okicici,swati87,okicici,23916.19,18,2,0.0714,0,none,0
611,pooja7567@okaxis,pooja7567,okaxis,2294.43,10,3,0.1111,0,none,0
612,5h5lzq39z4ktq@okicici,5h5lzq39z4ktq,okicici,10827.93,4,16,0.2962,0,gibberish_username,1
613,helpdesk561@paytm,helpdesk561,paytm,80049.94,11,20,0.5182,0,suspicious_keyword,1
